p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position
olaaina,2020,22,44,2790.0,31,35,2828.0,34,1996-10-08,178.83333333333334,73.5,Nigeria,High/Medium,81.0,68.0,67.5,Defender
oleksandrzinchenko,2018,108,336,1213.0,14,21,4733.0,61,1996-12-15,175.0,63.0,Ukraine,Medium/Medium,71.5,59.5,73.0,Defender
oleksandrzinchenko,2019,105,336,1393.0,19,24,4733.0,61,1996-12-15,175.0,63.0,Ukraine,Medium/Medium,71.5,59.5,73.0,Defender
oleksandrzinchenko,2020,43,336,1569.0,20,28,4733.0,61,1996-12-15,175.0,63.0,Ukraine,Medium/Medium,71.5,59.5,73.0,Defender
oliverburke,2017,12,75,421.0,15,25,1746.0,40,1997-04-07,185.66666666666666,77.33333333333333,Scotland,High/Low,88.66666666666667,67.33333333333333,67.33333333333333,Midfielder
oliverburke,2020,9,75,1325.0,25,33,1746.0,40,1997-04-07,185.66666666666666,77.33333333333333,Scotland,High/Low,88.66666666666667,67.33333333333333,67.33333333333333,Midfielder
olivermcburnie,2016,11,171,102.0,5,11,4055.0,75,1996-06-04,190.4,76.4,Scotland,High/Medium,66.8,67.4,69.0,Forward
olivermcburnie,2020,160,171,1419.0,23,24,4055.0,75,1996-06-04,190.4,76.4,Scotland,High/Medium,66.8,67.4,69.0,Forward
oliverskipp,2019,25,25,97.0,7,24,343.0,15,2000-09-16,176.0,70.0,England,Medium/High,63.666666666666664,62.666666666666664,65.33333333333333,Midfielder
oliviergiroud,2016,38,177,1304.0,29,32,5179.0,120,1986-09-30,192.33333333333334,89.16666666666667,France,Medium/Medium,52.0,80.66666666666667,81.5,Forward
oliviergiroud,2017,49,177,1109.0,29,31,5179.0,120,1986-09-30,192.33333333333334,89.16666666666667,France,Medium/Medium,52.0,80.66666666666667,81.5,Forward
oliviergiroud,2018,20,177,942.0,27,36,5179.0,120,1986-09-30,192.33333333333334,89.16666666666667,France,Medium/Medium,52.0,80.66666666666667,81.5,Forward
oliviergiroud,2019,70,177,1029.0,18,25,5179.0,120,1986-09-30,192.33333333333334,89.16666666666667,France,Medium/Medium,52.0,80.66666666666667,81.5,Forward
omarelabdellaoui,2016,42,413,646.0,8,10,646.0,8,1991-12-05,178.33333333333334,73.33333333333333,Norway,High/Medium,82.66666666666667,70.33333333333333,74.5,Defender
oskarbuur,2020,205,205,27.0,1,3,27.0,1,1998-03-31,178.25,68.25,Denmark,High/Medium,70.75,52.75,57.5,Defender
ovieejaria,2016,79,108,16.0,2,10,16.0,2,1997-11-18,183.75,74.75,England,High/Medium,71.75,64.0,69.5,Midfielder
ozankabak,2020,27,190,838.0,9,10,838.0,9,2000-03-25,186.0,80.33333333333333,Turkey,Medium/Medium,66.0,70.33333333333333,70.33333333333333,Defender
patrickcutrone,2020,4,20,33.0,2,3,365.0,14,1998-01-03,183.0,78.25,Italy,High/Medium,72.25,68.0,73.5,Forward
patrickvanaanholt,2016,38,208,2638.0,32,33,12824.0,147,1990-08-29,175.66666666666666,67.0,Netherlands,High/Medium,87.33333333333333,71.83333333333333,75.33333333333333,Defender
patrickvanaanholt,2017,28,208,2305.0,28,36,12824.0,147,1990-08-29,175.66666666666666,67.0,Netherlands,High/Medium,87.33333333333333,71.83333333333333,75.33333333333333,Defender
patrickvanaanholt,2019,50,208,2636.0,29,29,12824.0,147,1990-08-29,175.66666666666666,67.0,Netherlands,High/Medium,87.33333333333333,71.83333333333333,75.33333333333333,Defender
patrickvanaanholt,2020,92,208,1880.0,22,33,12824.0,147,1990-08-29,175.66666666666666,67.0,Netherlands,High/Medium,87.33333333333333,71.83333333333333,75.33333333333333,Defender
pauldummett,2017,116,573,1693.0,20,22,6423.0,77,1991-09-26,183.0,79.5,Wales,High/Medium,66.33333333333333,71.66666666666667,72.5,Defender
pauldummett,2018,96,573,2112.0,26,28,6423.0,77,1991-09-26,183.0,79.5,Wales,High/Medium,66.33333333333333,71.66666666666667,72.5,Defender
pauldummett,2019,300,573,1297.0,16,19,6423.0,77,1991-09-26,183.0,79.5,Wales,High/Medium,66.33333333333333,71.66666666666667,72.5,Defender
pauldummett,2020,61,573,1321.0,15,20,6423.0,77,1991-09-26,183.0,79.5,Wales,High/Medium,66.33333333333333,71.66666666666667,72.5,Defender
paulpogba,2016,18,457,2749.0,30,31,11462.0,134,1993-03-15,190.5,83.33333333333333,France,High/Medium,75.0,86.83333333333333,87.16666666666667,Midfielder
paulpogba,2017,63,457,2277.0,27,27,11462.0,134,1993-03-15,190.5,83.33333333333333,France,High/Medium,75.0,86.83333333333333,87.16666666666667,Midfielder
paulpogba,2018,29,457,3160.0,35,37,11462.0,134,1993-03-15,190.5,83.33333333333333,France,High/Medium,75.0,86.83333333333333,87.16666666666667,Midfielder
paulpogba,2019,288,457,1270.0,16,16,11462.0,134,1993-03-15,190.5,83.33333333333333,France,High/Medium,75.0,86.83333333333333,87.16666666666667,Midfielder
paulpogba,2020,59,457,2006.0,26,29,11462.0,134,1993-03-15,190.5,83.33333333333333,France,High/Medium,75.0,86.83333333333333,87.16666666666667,Midfielder
percytau,2020,19,23,112.0,3,16,112.0,3,1994-05-13,169.75,65.0,South Africa,High/Medium,78.75,46.0,75.0,Forward
permertesacker,2016,380,380,42.0,1,4,432.0,7,1984-09-29,198.0,90.0,Germany,Low/Medium,28.333333333333332,73.33333333333333,82.33333333333333,Defender
petrcech,2016,30,58,3268.0,35,35,7136.0,76,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.25,Goalkeeper
petrcech,2018,28,58,663.0,7,36,7136.0,76,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.25,Goalkeeper
philbardsley,2016,38,169,1230.0,15,27,6460.0,72,1985-06-28,180.0,76.5,Scotland,Medium/Medium,58.333333333333336,74.33333333333333,72.16666666666667,Defender
philbardsley,2018,77,169,1757.0,19,31,6460.0,72,1985-06-28,180.0,76.5,Scotland,Medium/Medium,58.333333333333336,74.33333333333333,72.16666666666667,Defender
philbardsley,2019,20,169,1995.0,21,31,6460.0,72,1985-06-28,180.0,76.5,Scotland,Medium/Medium,58.333333333333336,74.33333333333333,72.16666666666667,Defender
philbardsley,2020,34,169,293.0,4,27,6460.0,72,1985-06-28,180.0,76.5,Scotland,Medium/Medium,58.333333333333336,74.33333333333333,72.16666666666667,Defender
philfoden,2017,50,50,66.0,5,13,3142.0,69,2000-05-28,170.5,64.0,England,Medium/Medium,74.25,52.25,73.25,Midfielder
philipbilling,2017,91,215,774.0,16,20,5726.0,77,1996-06-11,197.0,80.6,Denmark,Medium/Medium,59.2,72.0,69.2,Midfielder
philipbilling,2018,89,215,2299.0,27,28,5726.0,77,1996-06-11,197.0,80.6,Denmark,Medium/Medium,59.2,72.0,69.2,Midfielder
philipbilling,2019,25,215,2653.0,34,35,5726.0,77,1996-06-11,197.0,80.6,Denmark,Medium/Medium,59.2,72.0,69.2,Midfielder
philippwollscheid,2016,29,29,190.0,2,2,190.0,2,1989-03-06,194.0,88.0,Germany,Medium/Medium,49.666666666666664,76.33333333333333,76.33333333333333,Defender
philjagielka,2016,7,188,2374.0,27,37,5827.0,75,1982-08-17,181.0,85.66666666666667,England,Medium/High,51.666666666666664,73.16666666666667,78.16666666666667,Midfielder
philjagielka,2017,23,188,2180.0,25,30,5827.0,75,1982-08-17,181.0,85.66666666666667,England,Medium/High,51.666666666666664,73.16666666666667,78.16666666666667,Midfielder
philjagielka,2018,157,188,413.0,7,13,5827.0,75,1982-08-17,181.0,85.66666666666667,England,Medium/High,51.666666666666664,73.16666666666667,78.16666666666667,Midfielder
philjagielka,2019,1,188,270.0,6,36,5827.0,75,1982-08-17,181.0,85.66666666666667,England,Medium/High,51.666666666666664,73.16666666666667,78.16666666666667,Midfielder
philjones,2016,104,683,1670.0,18,19,5226.0,61,1992-02-21,185.0,71.0,England,Medium/High,58.5,77.66666666666667,78.66666666666667,Defender
philjones,2017,71,683,2080.0,23,26,5226.0,61,1992-02-21,185.0,71.0,England,Medium/High,58.5,77.66666666666667,78.66666666666667,Defender
philjones,2018,31,683,1336.0,18,22,5226.0,61,1992-02-21,185.0,71.0,England,Medium/High,58.5,77.66666666666667,78.66666666666667,Defender
philjones,2019,477,683,140.0,2,12,5226.0,61,1992-02-21,185.0,71.0,England,Medium/High,58.5,77.66666666666667,78.66666666666667,Defender
rachidghezzal,2018,15,82,800.0,19,26,800.0,19,1992-05-09,182.0,67.5,Algeria,Medium/Low,73.33333333333333,59.833333333333336,74.16666666666667,Midfielder
ragnarklavan,2016,39,262,1504.0,20,33,3043.0,39,1985-10-30,187.0,83.83333333333333,Estonia,Medium/Medium,52.333333333333336,71.83333333333333,76.83333333333333,Defender
raheemsterling,2016,11,90,2618.0,33,35,13681.0,164,1994-12-08,170.0,69.0,England,High/Medium,93.0,60.5,84.5,Forward
raheemsterling,2017,35,90,2713.0,33,34,13681.0,164,1994-12-08,170.0,69.0,England,High/Medium,93.0,60.5,84.5,Forward
raheemsterling,2018,12,90,2904.0,34,38,13681.0,164,1994-12-08,170.0,69.0,England,High/Medium,93.0,60.5,84.5,Forward
raheemsterling,2019,22,90,2769.0,33,36,13681.0,164,1994-12-08,170.0,69.0,England,High/Medium,93.0,60.5,84.5,Forward
raheemsterling,2020,10,90,2677.0,31,36,13681.0,164,1994-12-08,170.0,69.0,England,High/Medium,93.0,60.5,84.5,Forward
rajivvanlaparra,2018,53,53,422.0,5,10,2655.0,38,1991-06-04,181.0,72.0,Netherlands,Medium/Medium,83.6,63.0,69.6,Midfielder
ramadansobhi,2018,63,63,95.0,4,9,2327.0,45,1997-01-23,183.0,74.66666666666667,Egypt,High/High,76.0,62.0,73.33333333333333,Midfielder
ramirofunesmori,2016,110,404,1651.0,23,29,1785.0,27,1991-03-05,186.0,79.0,Argentina,Medium/Medium,65.6,76.8,76.6,Defender
ramirofunesmori,2017,202,404,134.0,4,7,1785.0,27,1991-03-05,186.0,79.0,Argentina,Medium/Medium,65.6,76.8,76.6,Defender
reecejames,2019,140,179,1608.0,23,29,4135.0,55,1993-11-07,168.83333333333334,71.0,England,Medium/Medium,78.0,60.5,68.5,Defender
reecejames,2019,140,179,1608.0,23,29,4135.0,55,1993-11-07,168.83333333333334,71.0,England,Medium/Medium,78.0,60.5,68.5,Defender
reecejames,2019,140,179,1608.0,23,29,4135.0,55,1999-12-08,181.0,82.0,England,Medium/Medium,71.0,70.0,68.0,Defender
reecejames,2019,140,179,1608.0,23,29,4135.0,55,1999-12-08,181.0,82.0,England,Medium/Medium,71.0,70.0,68.0,Defender
reecejames,2020,39,179,2527.0,32,35,4135.0,55,1993-11-07,168.83333333333334,71.0,England,Medium/Medium,78.0,60.5,68.5,Defender
reecejames,2020,39,179,2527.0,32,35,4135.0,55,1993-11-07,168.83333333333334,71.0,England,Medium/Medium,78.0,60.5,68.5,Defender
reecejames,2020,39,179,2527.0,32,35,4135.0,55,1999-12-08,181.0,82.0,England,Medium/Medium,71.0,70.0,68.0,Defender
reecejames,2020,39,179,2527.0,32,35,4135.0,55,1999-12-08,181.0,82.0,England,Medium/Medium,71.0,70.0,68.0,Defender
reeceoxford,2016,66,191,0.0,0,8,9.0,1,1998-12-16,191.0,76.6,England,Medium/Medium,69.6,68.0,66.6,Defender
reeceoxford,2017,80,191,9.0,1,1,9.0,1,1998-12-16,191.0,76.6,England,Medium/Medium,69.6,68.0,66.6,Defender
reissnelson,2019,95,183,679.0,17,27,910.0,22,1999-12-10,176.25,71.5,England,High/Medium,84.5,46.5,67.0,Forward
reissnelson,2020,64,183,80.0,2,6,910.0,22,1999-12-10,176.25,71.5,England,High/Medium,84.5,46.5,67.0,Forward
rhianbrewster,2019,45,519,0.0,0,1,1208.0,27,2000-04-01,178.66666666666666,75.0,England,High/Medium,77.66666666666667,56.333333333333336,65.33333333333333,Forward
rhianbrewster,2020,6,519,1208.0,27,34,1208.0,27,2000-04-01,178.66666666666666,75.0,England,High/Medium,77.66666666666667,56.333333333333336,65.33333333333333,Forward
rhyswilliams,2020,9,9,700.0,9,25,700.0,9,1988-07-14,186.5,74.0,Australia,Medium/Medium,64.75,74.5,72.0,Defender
rhyswilliams,2020,9,9,700.0,9,25,700.0,9,1988-07-14,186.5,74.0,Australia,Medium/Medium,64.75,74.5,72.0,Defender
robbiebrady,2017,329,492,1344.0,15,15,4490.0,81,1992-01-14,177.0,73.0,Republic of Ireland,High/Medium,76.66666666666667,64.83333333333333,74.83333333333333,Midfielder
robbiebrady,2018,48,492,779.0,16,21,4490.0,81,1992-01-14,177.0,73.0,Republic of Ireland,High/Medium,76.66666666666667,64.83333333333333,74.83333333333333,Midfielder
robbiebrady,2019,64,492,500.0,17,30,4490.0,81,1992-01-14,177.0,73.0,Republic of Ireland,High/Medium,76.66666666666667,64.83333333333333,74.83333333333333,Midfielder
robbiebrady,2020,51,492,1101.0,19,21,4490.0,81,1992-01-14,177.0,73.0,Republic of Ireland,High/Medium,76.66666666666667,64.83333333333333,74.83333333333333,Midfielder
robertopereyra,2016,168,315,1096.0,13,13,7490.0,106,1991-01-07,182.33333333333334,77.16666666666667,Argentina,High/High,78.33333333333333,68.5,79.66666666666667,Midfielder
robertopereyra,2017,57,315,1722.0,32,32,7490.0,106,1991-01-07,182.33333333333334,77.16666666666667,Argentina,High/High,78.33333333333333,68.5,79.66666666666667,Midfielder
robertopereyra,2018,34,315,2942.0,33,33,7490.0,106,1991-01-07,182.33333333333334,77.16666666666667,Argentina,High/High,78.33333333333333,68.5,79.66666666666667,Midfielder
robertopereyra,2019,32,315,1730.0,28,33,7490.0,106,1991-01-07,182.33333333333334,77.16666666666667,Argentina,High/High,78.33333333333333,68.5,79.66666666666667,Midfielder
robertsnodgrass,2016,27,93,2680.0,35,35,7165.0,102,1987-09-07,182.0,80.33333333333333,Scotland,High/Medium,62.166666666666664,72.33333333333333,75.5,Midfielder
robertsnodgrass,2018,10,93,2339.0,33,36,7165.0,102,1987-09-07,182.0,80.33333333333333,Scotland,High/Medium,62.166666666666664,72.33333333333333,75.5,Midfielder
robertsnodgrass,2019,55,93,1582.0,24,28,7165.0,102,1987-09-07,182.0,80.33333333333333,Scotland,High/Medium,62.166666666666664,72.33333333333333,75.5,Midfielder
robertsnodgrass,2020,1,93,564.0,10,21,7165.0,102,1987-09-07,182.0,80.33333333333333,Scotland,High/Medium,62.166666666666664,72.33333333333333,75.5,Midfielder
robholding,2018,269,334,852.0,10,14,5901.0,69,1995-09-20,187.6,76.2,England,Medium/Medium,61.2,72.8,72.8,Defender
robholding,2019,51,334,616.0,8,18,5901.0,69,1995-09-20,187.6,76.2,England,Medium/Medium,61.2,72.8,72.8,Defender
robholding,2020,14,334,2703.0,30,35,5901.0,69,1995-09-20,187.6,76.2,England,Medium/Medium,61.2,72.8,72.8,Defender
robinkoch,2020,94,158,1203.0,17,19,1203.0,17,1996-07-17,191.25,84.0,Germany,Medium/Medium,62.5,72.0,71.5,Defender
romelulukaku,2017,24,107,3024.0,34,34,8736.0,103,1993-05-13,190.16666666666666,94.0,Belgium,Medium/Medium,81.16666666666667,84.16666666666667,84.5,Forward
romelulukaku,2018,58,107,2270.0,32,33,8736.0,103,1993-05-13,190.16666666666666,94.0,Belgium,Medium/Medium,81.16666666666667,84.16666666666667,84.5,Forward
rossbarkley,2017,190,314,131.0,2,8,7299.0,112,1993-12-05,187.83333333333334,79.66666666666667,England,Medium/Medium,73.66666666666667,74.16666666666667,79.5,Midfielder
rossbarkley,2018,8,314,1326.0,27,36,7299.0,112,1993-12-05,187.83333333333334,79.66666666666667,England,Medium/Medium,73.66666666666667,74.16666666666667,79.5,Midfielder
rossbarkley,2019,57,314,1164.0,21,28,7299.0,112,1993-12-05,187.83333333333334,79.66666666666667,England,Medium/Medium,73.66666666666667,74.16666666666667,79.5,Midfielder
rossbarkley,2020,59,314,1653.0,26,31,7299.0,112,1993-12-05,187.83333333333334,79.66666666666667,England,Medium/Medium,73.66666666666667,74.16666666666667,79.5,Midfielder
ryanbabel,2018,37,166,1290.0,16,16,1290.0,16,1986-12-19,185.0,83.4,Netherlands,Medium/Low,82.2,72.6,77.0,Midfielder
ryanbennett,2019,43,93,991.0,16,23,4221.0,50,1990-03-06,188.0,78.0,England,Low/Medium,44.0,74.5,71.33333333333333,Defender
ryanbertrand,2016,46,191,2643.0,28,32,13939.0,148,1989-08-05,179.0,84.16666666666667,England,High/Medium,77.66666666666667,72.5,78.66666666666667,Defender
ryanbertrand,2017,17,191,3300.0,35,35,13939.0,148,1989-08-05,179.0,84.16666666666667,England,High/Medium,77.66666666666667,72.5,78.66666666666667,Defender
ryanbertrand,2018,82,191,2280.0,24,25,13939.0,148,1989-08-05,179.0,84.16666666666667,England,High/Medium,77.66666666666667,72.5,78.66666666666667,Defender
ryanbertrand,2019,26,191,2977.0,32,34,13939.0,148,1989-08-05,179.0,84.16666666666667,England,High/Medium,77.66666666666667,72.5,78.66666666666667,Defender
ryanbertrand,2020,20,191,2739.0,29,29,13939.0,148,1989-08-05,179.0,84.16666666666667,England,High/Medium,77.66666666666667,72.5,78.66666666666667,Defender
ryanfraser,2018,28,111,3317.0,38,38,10489.0,138,1994-02-24,163.0,64.0,Scotland,High/Medium,88.83333333333333,56.333333333333336,75.0,Midfielder
ryanfraser,2019,20,111,2193.0,28,28,10489.0,138,1994-02-24,163.0,64.0,Scotland,High/Medium,88.83333333333333,56.333333333333336,75.0,Midfielder
ryanfraser,2020,63,111,1034.0,18,20,10489.0,138,1994-02-24,163.0,64.0,Scotland,High/Medium,88.83333333333333,56.333333333333336,75.0,Midfielder
ryanfredericks,2018,86,387,1149.0,15,23,4123.0,55,1992-10-10,177.8,72.8,England,High/Medium,92.2,67.4,71.4,Defender
ryanfredericks,2019,148,387,2362.0,27,28,4123.0,55,1992-10-10,177.8,72.8,England,High/Medium,92.2,67.4,71.4,Defender
ryanfredericks,2020,66,387,612.0,13,29,4123.0,55,1992-10-10,177.8,72.8,England,High/Medium,92.2,67.4,71.4,Defender
ryanmason,2016,387,387,973.0,16,20,973.0,16,1991-06-13,175.0,68.0,England,High/Medium,68.66666666666667,68.0,75.0,Midfielder
ryansessegnon,2018,12,188,2434.0,35,36,2795.0,40,2000-05-18,178.0,70.5,England,High/Medium,85.25,61.25,73.0,Midfielder
ryansessegnon,2019,134,188,361.0,5,19,2795.0,40,2000-05-18,178.0,70.5,England,High/Medium,85.25,61.25,73.0,Midfielder
ryanshawcross,2016,18,393,3325.0,35,35,5827.0,62,1987-10-04,191.0,76.0,England,Medium/High,48.166666666666664,83.16666666666667,76.5,Defender
ryanshawcross,2017,46,393,2502.0,27,29,5827.0,62,1987-10-04,191.0,76.0,England,Medium/High,48.166666666666664,83.16666666666667,76.5,Defender
saidoberahino,2016,100,134,1006.0,17,22,1556.0,32,1993-08-04,180.0,82.33333333333333,England,Medium/Medium,77.0,60.333333333333336,73.33333333333333,Forward
sambaldock,2017,107,140,40.0,2,12,40.0,2,1989-03-15,170.0,67.0,England,High/Medium,78.0,63.166666666666664,68.16666666666667,Forward
sambyram,2016,99,1227,1328.0,18,22,2960.0,40,1993-09-16,181.5,72.0,England,High/Medium,74.0,70.66666666666667,72.33333333333333,Defender
sambyram,2017,236,1227,264.0,5,12,2960.0,40,1993-09-16,181.5,72.0,England,High/Medium,74.0,70.66666666666667,72.33333333333333,Defender
sambyram,2019,670,1227,1368.0,17,26,2960.0,40,1993-09-16,181.5,72.0,England,High/Medium,74.0,70.66666666666667,72.33333333333333,Defender
samfield,2020,85,327,74.0,3,5,932.0,21,1998-05-08,182.4,68.2,England,Medium/Medium,60.6,61.8,65.4,Midfielder
samirnasri,2016,89,850,20.0,1,1,275.0,6,1987-06-26,175.0,75.0,France,High/Medium,77.25,56.25,81.25,Midfielder
samirnasri,2018,101,850,255.0,5,9,275.0,6,1987-06-26,175.0,75.0,France,High/Medium,77.25,56.25,81.25,Midfielder
samjohnstone,2020,26,26,3515.0,37,37,3515.0,37,1993-03-25,193.33333333333334,85.33333333333333,England,Medium/Medium,,,71.0,Goalkeeper
sanderberge,2020,106,451,1185.0,15,15,2168.0,29,1998-02-18,193.0,92.16666666666667,Norway,Medium/High,71.66666666666667,79.0,71.0,Midfielder
scottarfield,2017,87,181,1395.0,18,26,3596.0,49,1988-11-01,178.5,75.0,Canada,High/High,68.5,69.5,72.0,Midfielder
scottcarson,2020,67,67,95.0,1,4,95.0,1,1985-09-03,189.66666666666666,86.66666666666667,England,Medium/Medium,,,72.16666666666667,Goalkeeper
scottdann,2017,349,438,1515.0,17,19,6838.0,81,1987-02-14,189.0,78.16666666666667,England,Low/Medium,41.333333333333336,72.33333333333333,76.5,Defender
scottdann,2018,26,438,709.0,10,19,6838.0,81,1987-02-14,189.0,78.16666666666667,England,Low/Medium,41.333333333333336,72.33333333333333,76.5,Defender
scottdann,2019,51,438,1340.0,16,31,6838.0,81,1987-02-14,189.0,78.16666666666667,England,Low/Medium,41.333333333333336,72.33333333333333,76.5,Defender
scottdann,2020,12,438,1425.0,15,30,6838.0,81,1987-02-14,189.0,78.16666666666667,England,Low/Medium,41.333333333333336,72.33333333333333,76.5,Defender
scottmctominay,2018,52,149,934.0,16,23,5856.0,89,1996-12-08,193.0,88.0,Scotland,High/High,64.25,76.5,72.5,Midfielder
scottmctominay,2019,80,149,1872.0,27,29,5856.0,89,1996-12-08,193.0,88.0,Scotland,High/High,64.25,76.5,72.5,Midfielder
scottmctominay,2020,17,149,2257.0,31,36,5856.0,89,1996-12-08,193.0,88.0,Scotland,High/High,64.25,76.5,72.5,Midfielder
seadkolasinac,2017,10,281,2257.0,27,36,6136.0,78,1993-06-20,183.0,85.16666666666667,Bosnia Herzegovina,Medium/High,76.33333333333333,86.66666666666667,77.83333333333333,Defender
seadkolasinac,2018,75,281,1980.0,24,29,6136.0,78,1993-06-20,183.0,85.16666666666667,Bosnia Herzegovina,Medium/High,76.33333333333333,86.66666666666667,77.83333333333333,Defender
seadkolasinac,2019,170,281,1804.0,26,29,6136.0,78,1993-06-20,183.0,85.16666666666667,Bosnia Herzegovina,Medium/High,76.33333333333333,86.66666666666667,77.83333333333333,Defender
seadkolasinac,2020,12,281,95.0,1,4,6136.0,78,1993-06-20,183.0,85.16666666666667,Bosnia Herzegovina,Medium/High,76.33333333333333,86.66666666666667,77.83333333333333,Defender
seanlongstaff,2018,120,177,722.0,9,15,3715.0,54,1997-10-30,180.25,65.0,England,High/Medium,60.75,56.75,66.5,Midfielder
seanlongstaff,2019,27,177,1486.0,23,26,3715.0,54,1997-10-30,180.25,65.0,England,High/Medium,60.75,56.75,66.5,Midfielder
seanlongstaff,2020,24,177,1507.0,22,31,3715.0,54,1997-10-30,180.25,65.0,England,High/Medium,60.75,56.75,66.5,Midfielder
seanmorrison,2018,39,39,3205.0,34,34,3205.0,34,1991-01-08,194.0,84.0,England,Medium/High,49.166666666666664,77.5,72.0,Defender
sebastianlarsson,2016,105,108,1598.0,21,23,1598.0,21,1985-06-06,178.0,70.0,Sweden,Medium/Medium,54.666666666666664,71.66666666666667,73.33333333333333,Midfielder
sergeaurier,2018,114,197,593.0,8,19,6701.0,77,1992-12-24,175.66666666666666,75.66666666666667,Ivory Coast,High/High,80.83333333333333,80.33333333333333,80.66666666666667,Defender
sergeaurier,2019,22,197,2896.0,33,35,6701.0,77,1992-12-24,175.66666666666666,75.66666666666667,Ivory Coast,High/High,80.83333333333333,80.33333333333333,80.66666666666667,Defender
sergeaurier,2020,40,197,1683.0,19,25,6701.0,77,1992-12-24,175.66666666666666,75.66666666666667,Ivory Coast,High/High,80.83333333333333,80.33333333333333,80.66666666666667,Defender
sergioromero,2017,165,177,95.0,1,30,285.0,3,1987-02-22,192.0,86.66666666666667,Argentina,Medium/Medium,,,79.16666666666667,Goalkeeper
sergioromero,2017,165,177,95.0,1,30,285.0,3,1988-11-22,173.4,70.0,Colombia,Medium/Medium,72.8,53.0,66.4,Goalkeeper
sergioromero,2018,12,177,0.0,0,29,285.0,3,1987-02-22,192.0,86.66666666666667,Argentina,Medium/Medium,,,79.16666666666667,Goalkeeper
sergioromero,2018,12,177,0.0,0,29,285.0,3,1988-11-22,173.4,70.0,Colombia,Medium/Medium,72.8,53.0,66.4,Goalkeeper
shaneduffy,2019,35,106,1322.0,19,32,8116.0,91,1992-01-01,193.0,76.0,Republic of Ireland,Medium/High,49.166666666666664,78.33333333333333,74.16666666666667,Defender
shanelong,2016,77,189,1374.0,32,33,6114.0,125,1987-01-22,178.66666666666666,73.66666666666667,Republic of Ireland,High/High,81.83333333333333,75.16666666666667,75.0,Forward
shanelong,2018,95,189,1345.0,26,28,6114.0,125,1987-01-22,178.66666666666666,73.66666666666667,Republic of Ireland,High/High,81.83333333333333,75.16666666666667,75.0,Forward
shanelong,2019,17,189,1461.0,26,31,6114.0,125,1987-01-22,178.66666666666666,73.66666666666667,Republic of Ireland,High/High,81.83333333333333,75.16666666666667,75.0,Forward
shaunmaloney,2016,35,35,314.0,9,32,314.0,9,1983-01-24,170.0,69.0,Scotland,High/Medium,67.0,60.0,73.5,Forward
shinjiokazaki,2017,99,134,1388.0,27,29,3378.0,78,1986-04-16,173.5,75.0,Japan,High/High,69.83333333333333,70.5,75.5,Forward
shkodranmustafi,2016,86,296,2400.0,26,27,8871.0,102,1992-04-17,184.0,82.16666666666667,Germany,Medium/High,64.33333333333333,78.0,81.33333333333333,Defender
shkodranmustafi,2017,60,296,2399.0,27,30,8871.0,102,1992-04-17,184.0,82.16666666666667,Germany,Medium/High,64.33333333333333,78.0,81.33333333333333,Defender
shkodranmustafi,2018,30,296,2740.0,31,35,8871.0,102,1992-04-17,184.0,82.16666666666667,Germany,Medium/High,64.33333333333333,78.0,81.33333333333333,Defender
shkodranmustafi,2019,18,296,1275.0,15,18,8871.0,102,1992-04-17,184.0,82.16666666666667,Germany,Medium/High,64.33333333333333,78.0,81.33333333333333,Defender
shkodranmustafi,2020,102,296,57.0,3,9,8871.0,102,1992-04-17,184.0,82.16666666666667,Germany,Medium/High,64.33333333333333,78.0,81.33333333333333,Defender
simonezaza,2016,25,151,480.0,8,11,480.0,8,1991-06-25,186.0,83.33333333333333,Italy,High/High,77.33333333333333,80.83333333333333,79.66666666666667,Forward
simonfrancis,2016,26,453,3108.0,34,34,8458.0,98,1985-02-16,187.0,89.6,England,High/Medium,61.6,73.6,74.2,Defender
simonfrancis,2017,28,453,2902.0,32,32,8458.0,98,1985-02-16,187.0,89.6,England,High/Medium,61.6,73.6,74.2,Defender
simonfrancis,2018,269,453,1355.0,17,18,8458.0,98,1985-02-16,187.0,89.6,England,High/Medium,61.6,73.6,74.2,Defender
simonfrancis,2019,130,453,1093.0,15,19,8458.0,98,1985-02-16,187.0,89.6,England,High/Medium,61.6,73.6,74.2,Defender
simonmignolet,2018,30,59,0.0,0,37,4465.0,47,1988-03-06,193.0,87.0,Belgium,Medium/Medium,,,79.16666666666667,Goalkeeper
simonmoore,2019,39,111,190.0,2,27,190.0,2,1990-05-19,191.0,83.0,England,Medium/Medium,,,65.66666666666667,Goalkeeper
sofianeboufal,2016,49,198,1171.0,24,24,3296.0,70,1993-09-17,171.66666666666666,62.333333333333336,Morocco,High/Low,81.66666666666667,48.666666666666664,77.66666666666667,Midfielder
sofianeboufal,2019,77,198,824.0,20,27,3296.0,70,1993-09-17,171.66666666666666,62.333333333333336,Morocco,High/Low,81.66666666666667,48.666666666666664,77.66666666666667,Midfielder
sofianefeghouli,2016,34,204,1188.0,21,31,1188.0,21,1989-12-26,176.5,75.0,Algeria,High/Low,86.33333333333333,63.5,79.66666666666667,Midfielder
